id,name,type,molecular_formula,description,exact_mass,h_bond_acceptor_count,h_bond_donor_count,heavy_atom_count,logp,ring_count,rotatable_bond_count,topological_polar_surface_area,canonical_smiles,inchi,inchi_key,iupac_name,exact_mass_source,h_bond_acceptor_count_source,h_bond_donor_count_source,heavy_atom_count_source,logp_source,ring_count_source,rotatable_bond_count_source,topological_polar_surface_area_source,ref_id,pubchem_id,chembl_id,covalent_type
4369,1075479,heterodimerization-nondegrader,C20H28ClN3O4S,"Vinylsulfonamide ​​155​​ shows no stabilization in FA assays due to poor kinetics and warhead instability. MS data indicate slow, inefficient covalent modification, reinforcing chloroacetamides as the preferred electrophile.",441.1489051,5,2,29,2.6026,3,7,87.74,C=CS(=O)(=O)NCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCOCC2)CC3,"InChI=1S/C20H28ClN3O4S/c1-2-29(26,27)22-15-16-7-11-24(12-8-16)19(25)20(9-13-28-14-10-20)23-18-5-3-17(21)4-6-18/h2-6,16,22-23H,1,7-15H2",NCJXMDLHAIBQIV-UHFFFAOYSA-N,N-[[1-[4-(4-chloroanilino)oxane-4-carbonyl]piperidin-4-yl]methyl]ethenesulfonamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168729018,,covalent
4370,1075351,heterodimerization-nondegrader,C21H28Cl2N2O3,"α-Chloroketone ​​156​​ achieves potent stabilization for both ERα and C-RAF (FA EC50 ~20 μM) but lacks selectivity. Its high reactivity drives nonspecific binding, as evidenced by increased apo labeling in MS, limiting utility as a selective molecular glue.",426.1476981,4,1,28,4.1278,3,7,58.64,O=C(CCl)CCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCOCC2)CC3,"InChI=1S/C21H28Cl2N2O3/c22-15-19(26)6-1-16-7-11-25(12-8-16)20(27)21(9-13-28-14-10-21)24-18-4-2-17(23)3-5-18/h2-5,16,24H,1,6-15H2",JZGPZDIEYPFSDR-UHFFFAOYSA-N,1-chloro-4-[1-[4-(4-chloroanilino)oxane-4-carbonyl]piperidin-4-yl]butan-2-one,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168729040,,covalent
4371,1080265,heterodimerization-nondegrader,C21H27Cl2N3O3,"Spirocyclic analogue ​​160​​ exhibits reduced ERα stabilization (FA EC50 = 16 μM) due to restricted linker flexibility. Crystallography shows loss of H-bonds with Asn42/Arg41, explaining its lower cooperativity compared to linear counterparts.",439.1429471,4,1,29,2.9909,4,4,61.88,O=C(CCl)N4CC3(CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCOCC2)CC3)C4,"InChI=1S/C21H27Cl2N3O3/c22-13-18(27)26-14-20(15-26)5-9-25(10-6-20)19(28)21(7-11-29-12-8-21)24-17-3-1-16(23)2-4-17/h1-4,24H,5-15H2",IPRLKWXVJOVXSN-UHFFFAOYSA-N,"2-chloro-1-[7-[4-(4-chloroanilino)oxane-4-carbonyl]-2,7-diazaspiro[3.5]nonan-2-yl]ethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654863,,covalent
4372,1080266,heterodimerization-nondegrader,C21H27Cl2N3O3,"Spiro analogue ​​161​​ shows weak ERα stabilization (FA EC50 = 22 μM). The rigid scaffold prevents optimal positioning for covalent binding and peptide interactions, underscoring the need for conformational flexibility near the warhead.",439.1429471,4,1,29,2.9909,4,4,61.88,O=C(CCl)N1CCC4(CC1)CN(C(=O)C3(Nc2ccc(Cl)cc2)CCOCC3)C4,"InChI=1S/C21H27Cl2N3O3/c22-13-18(27)25-9-5-20(6-10-25)14-26(15-20)19(28)21(7-11-29-12-8-21)24-17-3-1-16(23)2-4-17/h1-4,24H,5-15H2",YPUPNZZMUSVHSB-UHFFFAOYSA-N,"2-chloro-1-[2-[4-(4-chloroanilino)oxane-4-carbonyl]-2,7-diazaspiro[3.5]nonan-7-yl]ethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654866,,covalent
4373,1080294,heterodimerization-nondegrader,C22H29Cl2N3O3,Spiro chloroacetamide ​​163​​ achieves potent ERα stabilization (FA EC50 = 4 μM) via an extended linker that forms an H-bond with Arg41 of 14-3-3σ.,453.1585971,4,2,30,3.4273,4,5,70.67,O=C(CCl)N1CCC4(CC1)CC(NC(=O)C3(Nc2ccc(Cl)cc2)CCOCC3)C4,"InChI=1S/C22H29Cl2N3O3/c23-15-19(28)27-9-5-21(6-10-27)13-18(14-21)25-20(29)22(7-11-30-12-8-22)26-17-3-1-16(24)2-4-17/h1-4,18,26H,5-15H2,(H,25,29)",RTEWATSQXQLGJD-UHFFFAOYSA-N,N-[7-(2-chloroacetyl)-7-azaspiro[3.5]nonan-2-yl]-4-(4-chloroanilino)oxane-4-carboxamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654860,,covalent
4374,1080295,heterodimerization-nondegrader,C22H29Cl2N3O3,Inverted extended spiro-warhead. Active (FA EC50 6 μM). Reduced apo binding vs 163. Optimal balance of reactivity/selectivity.,453.1585971,4,2,30,3.4273,4,5,70.67,O=C(CCl)NC4CC3(CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCOCC2)CC3)C4,"InChI=1S/C22H29Cl2N3O3/c23-15-19(28)25-18-13-21(14-18)5-9-27(10-6-21)20(29)22(7-11-30-12-8-22)26-17-3-1-16(24)2-4-17/h1-4,18,26H,5-15H2,(H,25,28)",BCCVMEZMRYSIML-UHFFFAOYSA-N,2-chloro-N-[7-[4-(4-chloroanilino)oxane-4-carbonyl]-7-azaspiro[3.5]nonan-2-yl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654857,,covalent
4375,1080296,heterodimerization-nondegrader,C23H31Cl2N3O3,Fused piperidine spiro. Moderate stabilizer (FA EC50 8 μM). Comparable to linear analogues. No crystal structure available.,467.1742472,4,1,31,3.7711,4,4,61.88,O=C(CCl)N1CCC4(CC1)CCN(C(=O)C3(Nc2ccc(Cl)cc2)CCOCC3)CC4,"InChI=1S/C23H31Cl2N3O3/c24-17-20(29)27-11-5-22(6-12-27)7-13-28(14-8-22)21(30)23(9-15-31-16-10-23)26-19-3-1-18(25)2-4-19/h1-4,26H,5-17H2",MHTMGPIMJLAXBP-UHFFFAOYSA-N,"2-chloro-1-[3-[4-(4-chloroanilino)oxane-4-carbonyl]-3,9-diazaspiro[5.5]undecan-9-yl]ethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,172327602,,covalent
4376,1080297,heterodimerization-nondegrader,C23H31Cl2N3O3,Oversized spiro-warhead. Weak activity (FA EC50 97 μM). Steric clash observed in crystal structure (PDB:8AUS). Validates size constraints.,467.1742472,4,2,31,3.6749,4,6,70.67,O=C(CCl)NCC4CC3(CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCOCC2)CC3)C4,"InChI=1S/C23H31Cl2N3O3/c24-15-20(29)26-16-17-13-22(14-17)5-9-28(10-6-22)21(30)23(7-11-31-12-8-23)27-19-3-1-18(25)2-4-19/h1-4,17,27H,5-16H2,(H,26,29)",FBJDOMAUJAZZCZ-UHFFFAOYSA-N,2-chloro-N-[[7-[4-(4-chloroanilino)oxane-4-carbonyl]-7-azaspiro[3.5]nonan-2-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654875,,covalent
4377,1080298,heterodimerization-nondegrader,C23H31Cl2N3O3,Inverted oversized spiro. Moderate potency (FA EC50 15 μM). Partial accommodation despite suboptimal conformation.,467.1742472,4,2,31,3.6749,4,6,70.67,O=C(CCl)N1CCC4(CC1)CC(CNC(=O)C3(Nc2ccc(Cl)cc2)CCOCC3)C4,"InChI=1S/C23H31Cl2N3O3/c24-15-20(29)28-9-5-22(6-10-28)13-17(14-22)16-26-21(30)23(7-11-31-12-8-23)27-19-3-1-18(25)2-4-19/h1-4,17,27H,5-16H2,(H,26,30)",KPSDEBOPURTRLW-UHFFFAOYSA-N,N-[[7-(2-chloroacetyl)-7-azaspiro[3.5]nonan-2-yl]methyl]-4-(4-chloroanilino)oxane-4-carboxamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654874,,covalent
4378,1080299,heterodimerization-nondegrader,C22H31Cl2N3O3,"2,6-Dimethyl tetrahydropyran. Moderate stabilizer (FA EC50 12 μM). Methyl groups form hydrophobic pocket with Leu218/Leu222 (PDB:8ARX). 15-fold cooperative stabilization.",455.1742472,4,2,30,3.6717,3,6,70.67,CC3CC(Nc1ccc(Cl)cc1)(C(=O)N2CCC(CNC(=O)CCl)CC2)CC(C)O3,"InChI=1S/C22H31Cl2N3O3/c1-15-11-22(12-16(2)30-15,26-19-5-3-18(24)4-6-19)21(29)27-9-7-17(8-10-27)14-25-20(28)13-23/h3-6,15-17,26H,7-14H2,1-2H3,(H,25,28)",VYYOGEHPAMZPSQ-UHFFFAOYSA-N,"2-chloro-N-[[1-[4-(4-chloroanilino)-2,6-dimethyloxane-4-carbonyl]piperidin-4-yl]methyl]acetamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,172327650,,covalent
4379,1080300,heterodimerization-nondegrader,C24H35Cl2N3O3,Tetramethyl tetrahydropyran. Weaker analogue (FA EC50 23 μM). Steric hindrance observed in crystal structure. Validates methyl-group SAR.,483.2055473,4,2,32,4.4519,3,6,70.67,CC3(C)CC(Nc1ccc(Cl)cc1)(C(=O)N2CCC(CNC(=O)CCl)CC2)CC(C)(C)O3,"InChI=1S/C24H35Cl2N3O3/c1-22(2)15-24(16-23(3,4)32-22,28-19-7-5-18(26)6-8-19)21(31)29-11-9-17(10-12-29)14-27-20(30)13-25/h5-8,17,28H,9-16H2,1-4H3,(H,27,30)",OGBRCEYKNZIXFY-UHFFFAOYSA-N,"2-chloro-N-[[1-[4-(4-chloroanilino)-2,2,6,6-tetramethyloxane-4-carbonyl]piperidin-4-yl]methyl]acetamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654859,,covalent
4380,1083743,heterodimerization-nondegrader,C25H35Cl2N3O3,Spiro-methyl-THP hybrid. Moderate stabilizer (FA EC50 10 μM). Combines Leu222 hydrophobic pocket with spiro-rigidity. 7-fold stabilization.,495.2055473,4,2,33,4.4519,4,6,70.67,CC4CC(Nc1ccc(Cl)cc1)(C(=O)NCC3CC2(CCN(C(=O)CCl)CC2)C3)CC(C)O4,"InChI=1S/C25H35Cl2N3O3/c1-17-11-25(12-18(2)33-17,29-21-5-3-20(27)4-6-21)23(32)28-16-19-13-24(14-19)7-9-30(10-8-24)22(31)15-26/h3-6,17-19,29H,7-16H2,1-2H3,(H,28,32)",VKCPAUKDEASHHH-UHFFFAOYSA-N,"N-[[7-(2-chloroacetyl)-7-azaspiro[3.5]nonan-2-yl]methyl]-4-(4-chloroanilino)-2,6-dimethyloxane-4-carboxamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,172327604,,covalent
4381,1083744,heterodimerization-nondegrader,C25H35Cl2N3O3,Optimized hybrid (181). Potent covalent glue (FA EC50 1 μM). 116-fold stabilization; selective across 8 clients. Water-network/H-bond/halogen bond synergy mimics FC-A (PDB:8APS).,495.2055473,4,1,33,4.5481,4,4,61.88,CC4CC(Nc1ccc(Cl)cc1)(C(=O)N3CCC2(CCN(C(=O)CCl)CC2)CC3)CC(C)O4,"InChI=1S/C25H35Cl2N3O3/c1-18-15-25(16-19(2)33-18,28-21-5-3-20(27)4-6-21)23(32)30-13-9-24(10-14-30)7-11-29(12-8-24)22(31)17-26/h3-6,18-19,28H,7-17H2,1-2H3",JLJRLKQYLPGKGI-UHFFFAOYSA-N,"2-chloro-1-[3-[4-(4-chloroanilino)-2,6-dimethyloxane-4-carbonyl]-3,9-diazaspiro[5.5]undecan-9-yl]ethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168679729,,covalent
4387,LL-K12-2,heterodimerization-degrader,C23H23Cl2N11O,"LL-K12-2 is a dual-site molecular glue targeting the CDK12-DDB1 complex. It stabilizes protein-protein interactions by binding both the ATP pocket and dynamic interfacial regions, enhancing cyclin K degradation. MD simulations show it reduces complex flexibility compared to SR-4835, particularly stabilizing the C-terminal extension (CTE) of CDK12. This compound exhibits moderate anti-proliferative effects in tumor cells.",539.1464097,10,2,37,3.0127,6,5,125.68,CC(=O)N6CCN(c5nc(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)c4ncn(c3cnn(C)c3)c4n5)CC6,"InChI=1S/C23H23Cl2N11O/c1-13(37)34-3-5-35(6-4-34)23-31-21(20-22(32-23)36(12-27-20)14-9-28-33(2)11-14)26-10-19-29-17-7-15(24)16(25)8-18(17)30-19/h7-9,11-12H,3-6,10H2,1-2H3,(H,29,30)(H,26,31,32)",OJIOEOIKVMRCPR-UHFFFAOYSA-N,"1-[4-[6-[(5,6-dichloro-1,5-dihydrobenzimidazol-2-yl)methylamino]-3-(1-methylpyrazol-4-yl)-6H-purin-8-yl]piperazin-1-yl]ethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4388,LL-K12-3,heterodimerization-degrader,C20H21Cl2N9O,"LL-K12-3 optimizes the SR-4835 scaffold with modified interfacial binding motifs. It demonstrates improved CDK12-DDB1 stabilization through dual-site engagement, evidenced by lower RMSF values in MD trajectories. The compound shows 12-fold enhanced cyclin K degradation kinetics over SR-4835 in biochemical assays, correlating with transcriptional inhibition in MDA-MB-231 cells.",473.1246117,8,2,32,2.827,5,4,107.86,CC(=O)N5CCN(c4nc(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)c3ncn(C)c3n4)CC5,"InChI=1S/C20H21Cl2N9O/c1-11(32)30-3-5-31(6-4-30)20-27-18(17-19(28-20)29(2)10-24-17)23-9-16-25-14-7-12(21)13(22)8-15(14)26-16/h7-8,10H,3-6,9H2,1-2H3,(H,25,26)(H,23,27,28)",ZGDCDYWFGPFMSO-UHFFFAOYSA-N,"1-[4-[4-[(5,6-dichloro-1H-benzimidazol-2-yl)methylamino]-8-methyl-4H-pyrimido[4,5-d]pyrimidin-2-yl]piperazin-1-yl]ethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4389,LL-K12-4,heterodimerization-degrader,C21H23Cl2N9O,"This analog features a redesigned solvent-exposed moiety to target dynamic pockets near the CDK12-DDB1 interface. LL-K12-4 achieves superior complex stabilization by allosterically modulating CTE conformation, yielding a 25-fold improvement in degradation efficiency compared to parental compounds in TR-FRET assays.",487.1402617,8,2,33,3.3099,5,5,107.86,CCn5cnc4c(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)nc(N3CCN(C(C)=O)CC3)nc45,"InChI=1S/C21H23Cl2N9O/c1-3-30-11-25-18-19(24-10-17-26-15-8-13(22)14(23)9-16(15)27-17)28-21(29-20(18)30)32-6-4-31(5-7-32)12(2)33/h8-9,11H,3-7,10H2,1-2H3,(H,26,27)(H,24,28,29)",RKNNPLKDFGDCAJ-UHFFFAOYSA-N,"1-[7-[(5,6-dichloro-1H-benzimidazol-2-yl)methylamino]-9-ethylpurin-3-yl]ethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4390,LL-K12-5,heterodimerization-degrader,C22H25Cl2N9O,"LL-K12-5 incorporates a rigidified linker to bridge ATP-binding and interfacial sites. Crystal structures reveal it induces novel hydrogen bonds with DDB1's BPC domain, explaining its 40-fold potency gain in cyclin K degradation over SR-4835. The compound shows nanomolar EC50 in cellular degradation assays.",501.1559118,8,2,34,3.8709,5,5,107.86,CC(=O)N5CCN(c4nc(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)c3ncn(C(C)C)c3n4)CC5,"InChI=1S/C22H25Cl2N9O/c1-12(2)33-11-26-19-20(25-10-18-27-16-8-14(23)15(24)9-17(16)28-18)29-22(30-21(19)33)32-6-4-31(5-7-32)13(3)34/h8-9,11-12H,4-7,10H2,1-3H3,(H,27,28)(H,25,29,30)",YHAKJTLQZMUPCS-UHFFFAOYSA-N,"1-[4-[4-[(5,6-dichloro-1H-benzimidazol-2-yl)methylamino]-8-propan-2-yl-4H-pyrimido[4,5-d]pyrimidin-2-yl]piperazin-1-yl]ethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4391,LL-K12-6,heterodimerization-degrader,C20H23Cl2N9O2S,"Designed to exploit transient pockets identified by MD simulations, LL-K12-6 exhibits unique interactions with CDK12's hinge region and DDB1's β-propeller domain. It demonstrates 18-fold enhanced transcriptional suppression in reporter assays compared to CR8, with improved metabolic stability.",523.1072473,9,2,34,2.723,5,6,124.93,CCn5cnc4c(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)nc(N3CCN(S(C)(=O)=O)CC3)nc45,"InChI=1S/C20H23Cl2N9O2S/c1-3-29-11-24-17-18(23-10-16-25-14-8-12(21)13(22)9-15(14)26-16)27-20(28-19(17)29)30-4-6-31(7-5-30)34(2,32)33/h8-9,11H,3-7,10H2,1-2H3,(H,25,26)(H,23,27,28)",MEVXFXVDOZPDAP-UHFFFAOYSA-N,"N-[(5,6-dichloro-1H-benzimidazol-2-yl)methyl]-9-ethyl-1-perosulfonylpurin-6-amine",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4392,LL-K12-7,heterodimerization-degrader,C22H25Cl2N9O,"LL-K12-7 features a halogenated aromatic system that enhances hydrophobic packing at the CDK12-DDB1 interface. Biochemical studies confirm it stabilizes the ternary complex 30-fold more effectively than SR-4835, with corresponding anti-proliferative effects in triple-negative breast cancer models.",501.1559118,8,3,34,3.7463,5,6,116.65,CCn5cnc4c(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)nc(N3CCC(NC(C)=O)CC3)nc45,"InChI=1S/C22H25Cl2N9O/c1-3-32-11-26-19-20(25-10-18-28-16-8-14(23)15(24)9-17(16)29-18)30-22(31-21(19)32)33-6-4-13(5-7-33)27-12(2)34/h8-9,11,13H,3-7,10H2,1-2H3,(H,27,34)(H,28,29)(H,25,30,31)",ZOOFMENFTSCQCU-UHFFFAOYSA-N,"N-[7-[(5,6-dichloro-1H-benzimidazol-2-yl)methylamino]-10-ethyl-1,6,8,10-tetrazatricyclo[6.4.1.02,11]trideca-6,8,11-trien-4-yl]propanamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4393,LL-K12-8,heterodimerization-degrader,C19H21Cl2N7O,This derivative optimizes polar contacts with DDB1's charged residues near the CTE binding groove. LL-K12-8 shows exceptional complex stabilization (ΔTm = +8.2°C) and induces rapid cyclin K degradation (DC50 = 48 nM) while maintaining CDK12 selectivity over other kinases.,433.1184637,7,2,29,4.8203,4,8,93.54,CCCCOc4nc(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)c3ncn(CC)c3n4,"InChI=1S/C19H21Cl2N7O/c1-3-5-6-29-19-26-17(16-18(27-19)28(4-2)10-23-16)22-9-15-24-13-7-11(20)12(21)8-14(13)25-15/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)(H,22,26,27)",NHLSBEFLITXPDM-UHFFFAOYSA-N,"2-butoxy-N-[(5,6-dichloro-1H-benzimidazol-2-yl)methyl]-4-ethyl-8H-pyrimido[4,5-d]pyrimidin-8-amine",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4394,LL-K12-9,heterodimerization-degrader,C20H19Cl2N11,"LL-K12-9 introduces a conformational constraint that pre-organizes the molecule for dual-site binding. Kinetic studies reveal it accelerates CDK12-DDB1 complex formation by 3.2-fold compared to SR-4835, correlating with improved tumor growth inhibition in xenograft models.",483.120195,10,2,33,3.2531,6,5,118.26,CCn6cnc5c(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)nc(N4CCn3ncnc3C4)nc56,"InChI=1S/C20H19Cl2N11/c1-2-31-10-25-17-18(23-7-15-27-13-5-11(21)12(22)6-14(13)28-15)29-20(30-19(17)31)32-3-4-33-16(8-32)24-9-26-33/h5-6,9-10H,2-4,7-8H2,1H3,(H,27,28)(H,23,29,30)",WPXBBDDWRXMCMP-UHFFFAOYSA-N,"N-[(5,6-dichloro-1,5-dihydrobenzimidazol-2-yl)methyl]-9-ethyl-1,3,5,7,9,12-hexazatricyclo[6.3.2.04,12]trideca-2,4(12),5,7,10-pentaen-11-amine",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4395,LL-K12-10,heterodimerization-degrader,C25H24Cl2N10O,"Engineered with a carboxylate group to engage DDB1's basic patch, LL-K12-10 demonstrates enhanced binary interaction in SPR assays (KD = 0.8 μM). The compound achieves 90% cyclin K degradation at 100 nM concentration with prolonged target engagement duration.",550.1511607,9,2,38,3.9988,6,6,120.75,CCn6cnc5c(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)nc(N4CCN(C(=O)c3ccncc3)CC4)nc56,"InChI=1S/C25H24Cl2N10O/c1-2-35-14-30-21-22(29-13-20-31-18-11-16(26)17(27)12-19(18)32-20)33-25(34-23(21)35)37-9-7-36(8-10-37)24(38)15-3-5-28-6-4-15/h3-6,11-12,14H,2,7-10,13H2,1H3,(H,31,32)(H,29,33,34)",HNNHEQRZNFLUHK-UHFFFAOYSA-N,"[5-[(5,6-dichloro-1H-benzimidazol-2-yl)methylamino]-1-ethyl-7,8-dihydro-6H-imidazo[2,1-b]purin-7-yl]-pyridin-4-ylmethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4396,LL-K12-11,heterodimerization-degrader,C25H24Cl2N10O,"LL-K12-11's extended aromatic system penetrates a cryptic pocket in the CDK12-DDB1 interface identified by MD. It exhibits 50-fold improved cellular potency over SR-4835 in MDA-MB-468 cells, with complete cyclin K clearance observed within 4 hours of treatment.",550.1511607,9,2,38,3.9988,6,6,120.75,CCn6cnc5c(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)nc(N4CCN(C(=O)c3cccnc3)CC4)nc56,"InChI=1S/C25H24Cl2N10O/c1-2-35-14-30-21-22(29-13-20-31-18-10-16(26)17(27)11-19(18)32-20)33-25(34-23(21)35)37-8-6-36(7-9-37)24(38)15-4-3-5-28-12-15/h3-5,10-12,14H,2,6-9,13H2,1H3,(H,31,32)(H,29,33,34)",FYMBNQWNWKQCTI-UHFFFAOYSA-N,"[5-[(5,6-dichloro-1H-benzimidazol-2-yl)methylamino]-1-ethyl-7,8-dihydro-5H-imidazo[2,1-h]purin-9-yl]-pyridin-3-ylmethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4397,LL-K12-12,heterodimerization-degrader,C25H24Cl2N10O,"This analog combines ATP-competitive binding with allosteric modulation of DDB1's BPA domain. Structural analysis reveals LL-K12-12 induces a 2.1 Å shift in CTE positioning, explaining its superior complex stabilization (ΔΔG = -3.2 kcal/mol) and degradation kinetics.",550.1511607,9,2,38,3.9988,6,6,120.75,CCn6cnc5c(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)nc(N4CCN(C(=O)c3ccccn3)CC4)nc56,"InChI=1S/C25H24Cl2N10O/c1-2-35-14-30-21-22(29-13-20-31-18-11-15(26)16(27)12-19(18)32-20)33-25(34-23(21)35)37-9-7-36(8-10-37)24(38)17-5-3-4-6-28-17/h3-6,11-12,14H,2,7-10,13H2,1H3,(H,31,32)(H,29,33,34)",DOKAPKZMYDLVOE-UHFFFAOYSA-N,"[5-[(5,6-dichloro-1H-benzimidazol-2-yl)methylamino]-1-ethyl-7,8-dihydro-5H-imidazo[2,1-h][1,4]diazepin-9-yl]-pyridin-2-ylmethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
4398,LL-K12-13,heterodimerization-degrader,C26H25Cl2N9O,LL-K12-13 features a sulfonamide group that forms water-mediated contacts with both CDK12 and DDB1. The compound shows exceptional selectivity (>100-fold over CDK13) and achieves DC50 = 28 nM in cyclin K degradation assays with sustained target suppression.,549.1559118,8,2,38,4.6038,6,6,107.86,CCn6cnc5c(NCc2nc1cc(Cl)c(Cl)cc1[nH]2)nc(N4CCN(C(=O)c3ccccc3)CC4)nc56,"InChI=1S/C26H25Cl2N9O/c1-2-35-15-30-22-23(29-14-21-31-19-12-17(27)18(28)13-20(19)32-21)33-26(34-24(22)35)37-10-8-36(9-11-37)25(38)16-6-4-3-5-7-16/h3-7,12-13,15H,2,8-11,14H2,1H3,(H,31,32)(H,29,33,34)",YBLMOVNFRXJLNG-UHFFFAOYSA-N,"[5-[(5,6-dichloro-1H-benzimidazol-2-yl)methylamino]-1-ethyl-7,8-dihydro-6H-imidazo[2,1-b]purin-9-yl]-phenylmethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,185,,,non-covalent
