compound_id,smiles,Score_3D
ZINC_V8_1957,CC(=O)N1CCc2cc(S(=O)(=O)N[C@@H](C(=O)[O-])C(C)C)ccc21,0.44067898
ZINC_V8_1963,Cc1ccc2nc(SCc3nnc(-c4cccs4)o3)[nH]c2c1,0.44067898
ZINC_V8_21088,CCOC(=O)CN1C(=O)/C(=C/c2ccccc2Cl)SC1=S,0.44067898
ZINC_V8_3148,O=c1c(-c2ccccc2F)coc2c(C[NH+]3CCCOC3)c(O)ccc12,0.44067898
ZINC_V8_10635,CSc1nnc(CCNC(=O)c2ccc(-n3cccn3)cc2)n1-c1ccc(F)cc1,0.44067898
ZINC_V8_2658,CC(C)c1nnc2c(=O)n(CC(=O)Nc3ccc(Br)cc3F)c3ccccc3n12,0.44067898
ZINC_V8_14165,N#Cc1ccc(Cl)cc1NCc1ccc([N+](=O)[O-])c(F)c1,0.44067898
ZINC_V8_46368,CCCCN(C)C(=O)C1CCN(C(=O)Nc2cccc(C#N)c2)CC1,0.44067898
ZINC_V8_10376,CCO/C([O-])=C1\C(=O)N=C(SC)[C@@H](C#N)[C@H]1c1ccccc1OC,0.44067898
ZINC_V8_28913,CC[NH2+]C[C@]1(c2ccc(F)cc2Cl)CCC[C@@H]1C,0.44067898
ZINC_V8_36427,CS[C@@H]1CCC[C@H]1NC(=O)N1CCN(Cc2ccccc2)CC1,0.44067898
ZINC_V8_41770,O=C(Nc1nnc2n1CCCC2)c1cc(-c2cccnc2)on1,0.44067898
ZINC_V8_3281,CCc1nc2n(n1)CCC[C@@H]2NS(=O)(=O)c1cc(F)c(F)cc1F,0.44067898
ZINC_V8_22135,CCN(CC)C(=O)/C=C/c1csc(N(C(C)=O)c2ccccc2F)n1,0.44067898
ZINC_V8_24301,COc1cc(Cl)c(C)cc1NC(=O)c1cc([N+](=O)[O-])ccc1OC,0.44067898
ZINC_V8_3299,COC(=O)c1c(NC(=O)c2cccc(F)c2)sc(C(=O)NC(C)C)c1C,0.44067898
ZINC_V8_48662,O=c1c2scc(-c3cccc(F)c3)c2ncn1Cc1ccccn1,0.44067898
ZINC_V8_30939,C[S@](=O)c1ccc(CN2CCC[C@H](CN3CCOCC3)C2)cc1,0.44067892
ZINC_V8_19185,CC(C)(C)n1cc(NC(=O)[C@H]2CCOc3ccccc32)cn1,0.44067892
ZINC_V8_7464,CS[C@H](C)c1cccc(NC(=O)N[C@@H]2CCO[C@@H]2C)c1,0.44067892
ZINC_V8_35805,COc1ccc(C(=O)NCC(=O)N/N=C/c2ccc([N+](=O)[O-])s2)cc1,0.44067892
ZINC_V8_30480,CCC1(CC)[C@@H](NC(=O)NCc2ccc(C(=O)N(C)C)cc2)[C@H](C)[C@@H]1OC,0.44067892
ZINC_V8_21973,C[C@H](N[C@H](C)c1cccc(Cl)c1)C(=O)c1c(N)n(C)c(=O)n(C)c1=O,0.44067892
ZINC_V8_277,Cc1ccc(-c2nc(C[NH+]3CCCC[C@H]3c3cccnc3)c(C)o2)s1,0.44067886
ZINC_V8_17683,COc1cccc([C@@]2(C)NC(=O)N(NC(=O)c3cccc(Oc4ccccc4)c3)C2=O)c1,0.44067886
ZINC_V8_32995,C[C@H]1C[C@H](NC(=O)COc2ccccc2C#N)CN1c1ccccc1,0.44067886
ZINC_V8_6123,CC(=O)NCc1ccc(C(=O)N2CCCC[C@H]([NH+]3CCCC3)C2)cc1,0.44067886
ZINC_V8_19237,Cc1nn(CC(=O)[O-])c(C)c1NS(=O)(=O)c1cccc2cccnc12,0.44067886
ZINC_V8_31518,NC(=O)c1n[nH]c2ccc(NC(=O)Cc3cccc(C(F)(F)F)c3)cc12,0.44067886
ZINC_V8_8315,COc1ccc(C[C@]2(C)NC(=O)N(CC(=O)N(C)C)C2=O)cc1OC,0.44067886
ZINC_V8_10728,CCc1oc2ccccc2c1/C=C/C(=O)N(C)C1CC[NH+](C)CC1,0.44067886
ZINC_V8_30855,Cc1cc2cc(C(=O)NNC(=O)c3ccc(Cl)nc3)oc2cc1C,0.44067886
ZINC_V8_12134,C[C@H](Oc1ccccc1F)C(=O)NNC(=O)c1ccc(Cl)c(Cl)c1,0.44067886
ZINC_V8_2371,COc1cc(OC)c(NC(=O)[C@H](C)c2ccc(Cl)s2)cc1F,0.44067886
ZINC_V8_44783,CCC[C@H]1CCCN(C(=O)c2c(F)ccc(N)c2F)CC1,0.44067886
ZINC_V8_47918,CCCCOC(=O)[C@H](C)NC(=O)c1cc2c([nH]c1=O)CCCC2,0.44067886
ZINC_V8_20093,O=C(NCc1ccccc1F)N1CCN(S(=O)(=O)c2ccccc2F)CC1,0.44067886
ZINC_V8_32795,Cc1ccccc1-c1ccc(C(=O)N2CCC(O)CC2)c(N(C)C)n1,0.44067886
ZINC_V8_2293,Cc1ccc(CNC(=O)N[C@H](C)CN2CCOCC2)n1C,0.44067886
ZINC_V8_29793,C[C@@H]1C[C@@H]1NC(=O)Nc1ccc(C(=O)N(C)C2CCOCC2)cc1,0.44067886
ZINC_V8_5296,CN1C(=O)CC[C@H](NCc2ccc(C(=O)[O-])cn2)C1=O,0.44067886
ZINC_V8_19141,CCOC(=O)c1cc(NC(=O)Nc2cccc3ccccc23)c[nH]1,0.44067886
ZINC_V8_48938,COc1ccc(Cl)cc1S(=O)(=O)N1CCOCC1,0.44067886
ZINC_V8_48554,COCC[NH2+]C[C@H]1CCO[C@H]1c1ccc(OC)c(F)c1,0.44067886
ZINC_V8_17507,Cc1cc(C)cc(NC(=O)c2ccc3c(c2)nnn3CC[NH+](C)C)c1,0.44067886
ZINC_V8_49943,CNC(=O)c1ccc(/C=C/C(=O)OCc2coc(-c3ccccc3)n2)cc1,0.44067886
ZINC_V8_33446,Cc1occc1-c1nnc(SCC(=O)Nc2cccc(I)c2)n1C,0.44067886
ZINC_V8_35451,CCOc1ccccc1C(=O)N[C@H](C)c1noc(Cc2ccccc2)n1,0.44067883
ZINC_V8_37214,CC(=O)c1cccc(N2/C(=N/C(=O)C3CCCCC3)S[C@@H]3CS(=O)(=O)C[C@H]32)c1,0.44067883
ZINC_V8_47123,C[C@@H](C(=O)Nc1ccnn1Cc1ccsc1)c1ccsc1,0.44067883
ZINC_V8_13514,CCN(C)S(=O)(=O)NCCCC(=O)N1CCc2ccccc21,0.44067883
ZINC_V8_10940,Cc1ccc(CN2C(=O)C3(OCCO3)c3cccc(C)c32)cc1,0.44067883
ZINC_V8_16800,CCOC(=O)c1c(NC(=O)CN2C[C@H](C)O[C@@H](C)C2)sc2c1CCC2,0.44067883
ZINC_V8_37148,CC[C@@H](O)C(=O)N1CCC2(CCC(=O)N(Cc3cnc(C)cn3)C2)CC1,0.44067883
ZINC_V8_47227,CC[C@@H]1CO[C@@H](C)CN1C(=O)c1csc(C#CCO)c1,0.44067883
ZINC_V8_19628,Cc1sc2ncnc(SCC(=O)N3C[C@H](C(N)=O)CC[C@H]3C)c2c1C,0.44067883
ZINC_V8_44906,CC(C)Oc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,0.44067883
ZINC_V8_1036,CN(Cc1ccccn1)S(=O)(=O)c1ccc(OC2CCCC2)cc1,0.44067883
ZINC_V8_1765,Cc1cc(OC(=O)Cc2cccs2)cc2c1C(=O)/C(=C/c1ccccn1)O2,0.44067883
ZINC_V8_11142,COC(=O)c1ccc(CN(c2cccc(C#N)c2)S(C)(=O)=O)o1,0.44067883
ZINC_V8_8255,O=C(Nc1c[nH]nc1-c1ccccn1)N1CC[C@H](CO)C1,0.44067883
ZINC_V8_47220,CC[C@H](C)Oc1cccc(C(=O)N2CCC(C(=O)NN)CC2)c1,0.44067878
ZINC_V8_24578,Cc1cc(C)c(S(=O)(=O)NCc2cc(-c3ccncc3)n(C3CCCC3)n2)c(C)c1,0.44067878
ZINC_V8_43525,COc1ccc([C@H](O)[C@@H](C)NC(=O)Cc2cnn(-c3ccccc3)c2)cc1,0.44067878
ZINC_V8_24839,COc1cccc([C@@H]2[NH2+][C@@](C)(C(=O)[O-])[C@@H]3C(=O)N(C)C(=O)[C@@H]32)c1O,0.44067878
ZINC_V8_35703,CC(=O)N1CCC(CC[NH2+][C@H](c2ccccc2Cl)C(C)C)CC1,0.44067878
ZINC_V8_16287,Cc1ccc(C)c(NC(=O)CN2C(=O)N[C@](C)(c3ccccc3Br)C2=O)c1,0.44067878
ZINC_V8_30382,Cc1ccc(N2NC(=O)/C(=C/c3cccc([N+](=O)[O-])c3)C2=O)cc1Cl,0.44067878
ZINC_V8_23317,C=CCSC1=NC(=O)[C@H]2C(=N1)NC(=O)C[C@@H]2C(=O)Nc1cc(F)ccc1F,0.44067878
ZINC_V8_26790,CC1CCN(C(=O)c2ccccc2NC(=O)N2C[C@H](C)CC[C@H]2C)CC1,0.44067878
ZINC_V8_27644,COc1ccccc1[C@@H]1CN(C(=O)c2cnn3ccccc23)C[C@H]1C(=O)[O-],0.44067878
ZINC_V8_44938,O=C(NCCc1ccc(F)cc1)Nc1cccc(NC(=O)c2cccs2)c1,0.44067878
ZINC_V8_7784,CC(=O)N1CCN(C(=O)c2ccc(Oc3cccc(Br)c3)nc2)CC1,0.44067878
ZINC_V8_34088,CC(=O)NCCc1ccc(C(=O)COc2ccc(Cl)c(Cl)c2)s1,0.44067878
ZINC_V8_47760,COc1cc(C)ccc1NC(=O)NNc1nc2ccccc2s1,0.44067878
ZINC_V8_24491,CC(C)[C@@H](CNC(=O)C(=O)Nc1cccc(F)c1F)N1CCOCC1,0.44067878
ZINC_V8_1853,Cn1cc(C(=O)NCC(=O)N2CCCC2)c(-c2ccccc2)n1,0.44067878
ZINC_V8_15636,Cc1ccc2oc(SCC(=O)N3CCc4ccccc4C3)nc2n1,0.44067878
ZINC_V8_976,Cc1c(-c2nc(-c3cccs3)no2)sc2nc[nH]c(=O)c12,0.44067878
ZINC_V8_49208,C[C@H](C[C@@H]1CCCCC[NH2+]1)Nc1cc(C(N)=O)ccc1Cl,0.44067878
ZINC_V8_46228,Cc1cc(N(C)Cc2nccn2Cc2ccccc2)n2ncnc2n1,0.44067878
ZINC_V8_35681,COC1CCC(CC(=O)N[C@@H]2CC[NH+](C)[C@H]2c2ccc(Cl)cc2)CC1,0.44067878
ZINC_V8_23588,Cc1cnc(NC(=O)c2c(F)ccc(N)c2F)s1,0.44067878
ZINC_V8_14016,CCOc1cccc(CNC(=O)[C@H]2CCO[C@H]2C)c1OC(F)F,0.44067878
ZINC_V8_5458,O=C(NC[C@](O)(Cc1ccccc1)c1cccs1)C1(c2ccc(F)cc2)CCOCC1,0.44067878
ZINC_V8_46214,O=C(CN1CCc2ccccc21)N(C1CCCC1)[C@H]1CCS(=O)(=O)C1,0.44067878
ZINC_V8_11159,C[C@H](OCC1CC1)/C([O-])=N/S(=O)(=O)N1CCc2ccccc21,0.44067878
ZINC_V8_13306,Clc1ccc(Br)cc1N[C@@H]1CCOC2(CCOCC2)C1,0.44067878
ZINC_V8_2868,COc1ccc(NC(=O)[C@H]2C[C@H]3CC[C@@H]2O3)cn1,0.44067878
ZINC_V8_41993,CC(=O)N1CCN([C@H](C)C(=O)Nc2ccc(N3CCCC3=O)cc2)CC1,0.44067878
ZINC_V8_2442,CN[C@]1(C#N)CCC[C@H]1CCOc1ccc2c(c1)OCO2,0.44067878
ZINC_V8_21638,Cc1cnn(C[C@@H](C)NCc2ccc(C#N)cc2F)c1,0.44067878
ZINC_V8_24478,C[C@H](NS(=O)(=O)c1cc2c(cc1Cl)NC(=O)CO2)C12CC3CC(CC(C3)C1)C2,0.44067875
ZINC_V8_48361,CC[C@H](O)[C@@H]1CCCC[NH+]1Cc1ccccc1OCC(=O)N1CCCC1,0.44067875
ZINC_V8_31830,COc1cc(C(=O)Nc2ccc3nn(-c4ccc(C)cc4)nc3c2)cc(OC)c1OC,0.44067875
ZINC_V8_2599,C[C@H](NC(=O)CSc1ccc(Cl)cc1N)c1cccs1,0.44067875
ZINC_V8_28140,CCC(=O)N1CCC([NH+]2C[C@@H](O)C[C@@H]2c2ccc(C(F)(F)F)cc2)CC1,0.44067875
ZINC_V8_45756,O=C(NCC[NH+]1CCN(c2ccc(F)cc2)CC1)C(=O)Nc1ccc2c(c1)OCCO2,0.44067875
ZINC_V8_37481,Cc1nccn1-c1ccc(NC(=O)C(=O)NC2CCCCC2)cn1,0.44067875
ZINC_V8_16722,COc1ccc2nc(S[C@H]3CCCCC3=O)[nH]c2c1,0.44067875
ZINC_V8_26081,Cc1cc(=O)[nH]c(/N=C(/N)Nc2ccc(SC(F)F)cc2)n1,0.44067875
ZINC_V8_25232,c1ccc([C@@H]2OCC[C@H]2CNc2cc(-n3ccnc3)ncn2)cc1,0.44067875
ZINC_V8_1849,COc1ccc(NC(=O)C(=O)N[C@@H]2C[C@H]2C2CCCCC2)cc1OC,0.44067875
ZINC_V8_15338,O=C([O-])COc1ccc(/C=C2\C(=O)N(c3ccc(Cl)cc3Cl)C(=O)N=C2[O-])cc1Cl,0.44067875
ZINC_V8_13871,O=C(c1ccc(-c2nc3ccccc3s2)s1)N1CCN(S(=O)(=O)c2ccccc2)CC1,0.44067875
ZINC_V8_31481,CCC[C@H]1[C@H](C)CCCN1C(=O)CCc1ncc(-c2ccccc2)o1,0.44067875
ZINC_V8_12738,O=C(Cc1ccc(F)c(F)c1)NNC(=S)NC[C@H]1CCCO1,0.44067875
ZINC_V8_43757,CC(=O)c1cc2c(cc1N/C=C\C(=O)c1ccc(Cl)c(Cl)c1)OCO2,0.44067875
ZINC_V8_44705,Cc1ccccc1-c1noc([C@H](C)[NH+](C)CC[C@@H]2CCCC[NH+]2C)n1,0.44067875
ZINC_V8_44456,COc1ccc2c(c1)[C@@H]([NH2+]C[C@@H](C)SC)CCCO2,0.44067875
ZINC_V8_18848,CN(CC(=O)O[C@H]1CCCc2ccccc21)C(=O)c1ccc(Br)o1,0.44067875
ZINC_V8_47603,CS(=O)(=O)N1CCN(c2ccc([N+](=O)[O-])c(Sc3ccccn3)c2)CC1,0.44067875
ZINC_V8_18764,CCc1ccc(NS(=O)(=O)c2cc(-c3c(C)noc3C)ccc2C)cc1,0.44067875
ZINC_V8_44494,C[C@H]1CCCC[NH+]1CC(=O)Nc1ccc(S(=O)(=O)N(C)C2CCCCC2)cc1,0.4406787
ZINC_V8_37441,COc1ccccc1CNC(=O)N1CCC([C@@H](O)c2ccccc2)CC1,0.4406787
ZINC_V8_22585,N#C/C(=C\c1ccc(N2CCOCC2)cc1)[C@@H]1[NH+]=c2cc(Br)cnc2=[NH+]1,0.4406787
ZINC_V8_8355,N#Cc1c(F)cccc1N1CCN(Cc2cnc[nH]2)CC1,0.4406787
ZINC_V8_10751,COC(=O)CCC[NH2+][C@H]1CCCc2cccnc21,0.4406787
ZINC_V8_24379,Cc1ccc(-c2noc(COc3ccc(Cl)cc3)n2)s1,0.4406787
ZINC_V8_44693,Cn1c([O-])cc(=NC(=O)C[NH+]2CCC[C@H]2Cn2cccn2)n(C)c1=O,0.4406787
ZINC_V8_45095,CC(C)OC(=O)[C@H](C#N)c1nc2ccccc2nc1N1C[C@@H](C)O[C@@H](C)C1,0.4406787
ZINC_V8_20304,CCN(CC)C(=O)[C@@H](C)S[C@H](C)c1nc(-c2cccs2)no1,0.4406787
ZINC_V8_39264,COc1ccc(C(=O)Nc2cc(C(=O)N(C)C)ccc2Cl)cc1OC,0.4406787
ZINC_V8_41194,CC(C)(C)c1noc(CCCC(=O)N2Cc3ccccc3C[C@H]2C(N)=O)n1,0.4406787
ZINC_V8_9292,COC(=O)c1ccc(NC(=O)CSc2ncc(C(F)(F)F)cc2Cl)cc1,0.4406787
ZINC_V8_18934,C[C@H](NC(=O)c1cc(C#N)cn1C)c1ccc(OCC(F)(F)F)cc1,0.4406787
ZINC_V8_34485,CC(=O)c1cc(C(=O)N2CC(C)(C)Sc3ccccc32)n(C)c1,0.4406787
ZINC_V8_29160,C[C@@H]1CCC[C@@H](C)N1C(=O)CSCCn1c(=O)oc2cccnc21,0.4406787
ZINC_V8_37327,COC(=O)c1[nH]c(C)cc1NC(=O)c1coc(-c2ccccc2)n1,0.4406787
ZINC_V8_8584,Clc1cccc(NCCN2CCc3ccccc32)c1,0.4406787
ZINC_V8_14610,CC(C)c1ccc(-c2ccc(/C=C3\SC(=S)N([C@H](CC(=O)[O-])C(=O)[O-])C3=O)o2)cc1,0.4406787
ZINC_V8_17597,Cc1ccc2c(c1)C[C@H](COc1coc(CO)cc1=O)O2,0.4406787
ZINC_V8_48778,CCOc1ccc(C(=O)N[C@@H](c2ccccc2)c2n[nH]c(C)n2)cc1,0.4406787
ZINC_V8_42761,Cc1cc(C)c(OC(=O)c2cn(Cc3cccnc3)nn2)c([N+](=O)[O-])c1,0.4406787
ZINC_V8_37645,CCOC(=O)c1cc2cc(NCc3nnc(CC)o3)ccc2s1,0.4406787
ZINC_V8_2138,Cc1cccc(-c2cccc(CNC(=O)NC[C@H](C)C[C@H](C)O)c2)c1,0.4406787
ZINC_V8_10668,C[C@H]1CC[C@@H](C)[C@@](C[NH3+])(Nc2ccc(Cl)c(Br)c2)C1,0.44067866
ZINC_V8_6161,O=c1[nH]c(Cc2ccc([N+](=O)[O-])cc2)nc2scc(-c3ccccc3)c12,0.44067866
ZINC_V8_32713,CCOc1cc(NC(=O)C(=O)NC[C@H](C)c2ccsc2)ccc1C,0.44067866
ZINC_V8_39076,Cc1nn(C)c2ncnc(N(C)Cc3cccc(Cl)c3)c12,0.44067866
ZINC_V8_19508,C[C@@H](c1ccco1)[NH+](CC(=O)Nc1cccnc1)C1CC1,0.44067866
ZINC_V8_15063,CCCCCNC(=O)Nc1ccc(OC(F)F)c2ncccc12,0.44067866
ZINC_V8_12702,CCCCC(=O)N1CCN(C2=[NH+]N=C(c3ccc(Cl)cc3)CS2)CC1,0.44067866
ZINC_V8_44199,O=C(NCCCC(=O)N1CCCC1)c1cc2ccoc2cn1,0.44067866
ZINC_V8_38245,CC[NH+]1CCN(c2ccc(CNC(=O)C[C@@H](O)c3ccccc3)cn2)CC1,0.44067866
ZINC_V8_12020,COC[C@H]([NH2+][C@H]1CC(=O)N(C)[C@H]1c1ccc(Cl)cc1)C1CC1,0.44067866
ZINC_V8_34984,CC[C@H]1CCCC[C@H]1NC(=O)C(=O)Nc1cccc2cccnc12,0.44067866
ZINC_V8_22608,O=C(N[C@@H](CCCO)c1ccccc1)c1cc(Cl)ccc1O,0.4406786
ZINC_V8_34609,CCCCNc1nc2ccccc2nc1[C@@H](C#N)S(=O)(=O)c1ccc(F)cc1,0.4406786
ZINC_V8_41064,C[C@@H](c1ccco1)N(C(=O)NCc1ccccc1OC1CCC1)C1CC1,0.4406786
ZINC_V8_22196,C=CCNC(=O)c1cc(S(=O)(=O)Nc2ccc(F)cc2)ccc1C,0.4406786
ZINC_V8_47571,CCOc1cc(NC(=O)N[C@H]2CCC[C@@H]([S@@](=O)CC)C2)ccc1C,0.4406786
ZINC_V8_21209,COc1ccc(C[C@@](C)(O)CNC(=O)c2ccccc2SC)cc1,0.4406786
ZINC_V8_10899,Cc1nc(-c2ccc(CCNC(=O)c3cccc[n+]3[O-])s2)cs1,0.4406786
ZINC_V8_25656,CC[NH2+][C@]1(C(N)=O)CC[C@H](Oc2ccc(F)c(F)c2)C1,0.4406786
ZINC_V8_43383,COCCNC(=O)CNc1cccc(F)c1C(C)=O,0.4406786
ZINC_V8_40440,FC(F)(F)c1ccccc1NC[C@@H]1CN2CCC[C@@H]2CO1,0.4406786
ZINC_V8_8258,C[C@@H](Cn1cc[nH+]c1)NC(=O)N[C@@H]1CCN(c2c(F)cccc2F)C1,0.4406786
ZINC_V8_38991,[NH3+]CCCOC1CCN(C(=O)Cc2cccc(Cl)c2)CC1,0.4406786
ZINC_V8_30129,CCc1ccccc1N1C[C@@H](C(=O)N[C@H](C)C(C)C)CC1=O,0.4406786
ZINC_V8_8236,COc1ccc(C(=O)Nc2ccc(C(=O)N[C@@H](C)c3ccccc3)cc2)cc1Br,0.4406786
ZINC_V8_489,CC(C)(C)NS(=O)(=O)c1ccc(OCC(=O)N2CCOCC2)cc1,0.4406786
ZINC_V8_12754,Cc1nn(CC(F)(F)F)c(C)c1CC(=O)N(C[C@H]1CCCCO1)C(C)C,0.4406786
ZINC_V8_43680,O=C(Nc1nncs1)c1cn(Cc2ccccc2)c2ccccc12,0.4406786
ZINC_V8_43985,CCc1[nH]nc2c1[C@@]1(C(=O)Nc3ccc(Cl)cc31)C(C#N)=C(N)O2,0.4406786
ZINC_V8_8081,Cc1ccc([C@H](C)[NH+](C)CCC(=O)N2CCc3sccc3C2)cc1,0.4406786
ZINC_V8_47223,CC(C)c1cc(C(=O)N2CCN(Cc3noc(C4CC4)n3)CC2)n[nH]1,0.4406786
ZINC_V8_31777,COCC(=O)N[C@H](C(=O)N1CCN(c2ncccc2F)CC1)C(C)C,0.44067857
ZINC_V8_2643,CCc1nn(C)cc1NC(=O)C(=O)N[C@H](C)C(=O)NCc1ccccc1,0.44067857
ZINC_V8_33423,COc1ccccc1CN(C)C(=O)COc1ccc([N+](=O)[O-])c(C)c1,0.44067857
ZINC_V8_40295,Cc1ccc(CCC(=O)Nc2ccc(-n3cccn3)cc2C(F)(F)F)o1,0.44067857
ZINC_V8_44189,CCOc1cc(/C=C2/C(=O)N(c3cccc(C(=O)[O-])c3)N=C2C)cc(Cl)c1O,0.44067857
ZINC_V8_33136,CC[C@H](CO)N(Cc1ccco1)C(=O)c1sccc1NC(C)=O,0.44067857
ZINC_V8_29642,CO[C@H]1CCC[C@H]1n1c([C@@H](C)Cl)nc2ccc(C)cc21,0.44067857
ZINC_V8_47897,CC(C)(O)C#Cc1ccc(CN2CCc3nncn3CC2)cc1,0.44067857
ZINC_V8_26541,CCC[C@@H]1CN(C(=O)Cn2cc(C(F)(F)F)ccc2=O)CCO1,0.44067857
ZINC_V8_33578,O=C(OCCCn1c(=O)[nH]c2ccccc21)c1ccc(F)cc1Br,0.44067857
ZINC_V8_17814,COc1ccccc1NC(=O)CN1c2cccc3cccc(c23)S1(=O)=O,0.44067857
ZINC_V8_27312,COc1ccc([C@@H](C)CC(=O)Nc2cc(F)ccc2OC)cc1,0.44067857
ZINC_V8_4008,O=C(CCOc1ccccc1)N1CCC(c2ccc(F)cc2)CC1,0.4406785
ZINC_V8_24049,Cc1nn(C)cc1[C@@H](C)NC(=O)N1CCC([C@H](O)c2ccc(Cl)cc2)CC1,0.4406785
ZINC_V8_16882,C[NH+]1CCN(c2ccc(CNC(=O)NCC(=O)N3CCCC3)cn2)CC1,0.4406785
ZINC_V8_33182,CN(Cc1ccc(F)cc1)C(=O)CNC(=O)c1cc2occc2n1C,0.4406785
ZINC_V8_27544,Cc1nn(C)c(C)c1[C@H](C)C(=O)N1CCC[C@@H](c2ccn[nH]2)C1,0.4406785
ZINC_V8_19138,CCc1ccccc1Nc1nc(N)nc(C[NH+](C)C2CCCCC2)n1,0.4406785
ZINC_V8_6971,COCCCOc1cc(C)ccc1CNC(=O)N1CCCC1(C)C,0.4406785
ZINC_V8_25891,Cc1ccc(NC(=O)[C@@H](C)Oc2ccc3c(c2)CCC3)nc1,0.4406785
ZINC_V8_43205,COc1nc(C)cc(C)c1CNC(=O)[C@H]1Cc2ccccc2O1,0.4406785
ZINC_V8_38483,Cc1cc(C)cc([C@H]2CCC[NH+]2CCn2cc([N+](=O)[O-])ccc2=O)c1,0.4406785
ZINC_V8_48813,Cc1cc(NC(=O)[C@H](C)[NH+]2CCC[C@H](c3ccccc3)CC2)on1,0.4406785
ZINC_V8_41493,N#Cc1c(C(F)(F)F)cc(-c2cccs2)nc1SCC(=O)[O-],0.4406785
ZINC_V8_47777,Nc1nn(COc2cccc(C(F)(F)F)c2)cc1Cl,0.4406785
ZINC_V8_5046,O=C(N[C@@H](CO)Cc1c[nH]c2ccccc12)c1ccc(-n2cccn2)cc1,0.4406785
ZINC_V8_43679,CCCSCC(=O)N1CC[C@H](NC(=O)Nc2ccc(F)cc2)C1,0.4406785
ZINC_V8_34219,C[C@H]([NH2+][C@H](C)C(=O)Nc1ccccc1)c1c[nH]c2ccc([N+](=O)[O-])cc12,0.4406785
ZINC_V8_22019,CC(=O)c1ccc(N2CCN(C(=O)c3cccs3)CC2)c(F)c1,0.4406785
ZINC_V8_35964,COc1ccccc1/C=C1\C(=O)ON=C1c1ccc(C)c([N+](=O)[O-])c1,0.4406785
ZINC_V8_7825,C[C@H](NC(=O)N1CCC[C@H](O)C1)c1ccccc1Cl,0.4406785
ZINC_V8_31897,CC[NH+](Cc1cn(C)nc1-c1ccncc1)[C@@H](C)c1cccc(O)c1,0.4406785
ZINC_V8_24833,NC(=O)[C@@H]1CCCN(C(=O)CSc2nnc(-c3ccc4c(c3)OCO4)o2)C1,0.4406785
ZINC_V8_403,CC(=O)N[C@H](C)C(=O)Nc1ccc(Sc2nncs2)c(Cl)c1,0.4406785
ZINC_V8_34865,Cc1ccc(O)c(C(=O)N2CCNC(=O)[C@@H]2C(C)C)c1,0.4406785
ZINC_V8_19928,COc1cc2c(cc1F)nc(CCl)n2Cc1cscc1C,0.4406785
ZINC_V8_48198,N#C/C(=C/c1cc(Cl)ccc1Cl)c1nc2ccccc2c(=O)[nH]1,0.4406785
ZINC_V8_20195,Cc1c(C(=O)N2c3ccccc3C[C@@H]2C)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.4406785
ZINC_V8_19560,O=C(Nc1ccccn1)c1cc2ccccc2o/c1=[NH+]\c1ccc2c(c1)OCO2,0.4406785
ZINC_V8_7469,C=CCN1C(=O)/C(=C\c2ccco2)S/C1=N\c1cccc(C(=O)[O-])c1,0.4406785
ZINC_V8_34683,C[C@@H](Cc1nc2ccccc2s1)[NH2+]CCc1cccc([N+](=O)[O-])c1,0.4406785
ZINC_V8_28574,CC(C)(C)C(=O)N1CCC[C@H](c2nc3ccccc3[nH]2)C1,0.4406785
ZINC_V8_41961,C/[NH+]=C(/NC[C@@H]1C[NH+](C)CCN1C)N[C@@H](C)c1ccc2c(c1)CCCC2,0.44067845
ZINC_V8_35372,C[NH+](C)Cc1cccc(CNC(=O)NC[C@@]2(O)CCCc3ccccc32)c1,0.44067845
ZINC_V8_49835,CC1(C)Cc2c(sc(NC(=O)c3cc(Cl)ccc3Cl)c2C(N)=O)C(C)(C)[NH2+]1,0.44067845
ZINC_V8_48178,CSc1cccc(NC(=O)C(=O)N[C@H](C)[C@@H]2CCCO2)c1,0.44067845
ZINC_V8_33978,C[C@H](NC(=O)CN1c2ccccc2C[C@@H]1C)C(=O)N1CCCCC1,0.44067845
ZINC_V8_25710,CCc1cc(=O)[nH]c2cc(NC(=O)c3ccc(NC(C)=O)cc3)ccc12,0.44067845
ZINC_V8_42338,C/C=C/COC(=O)C1=NC2=C(C(=O)C[C@H](c3ccccc3Cl)C2)[C@H]1C,0.44067845
ZINC_V8_33223,Cc1sc2nc(SCC(=O)NCc3cccnc3)nc(N)c2c1C,0.44067845
ZINC_V8_20593,COc1ccc(C(=O)Cn2nc(-c3ccc(F)cc3)oc2=S)cc1,0.44067845
ZINC_V8_24105,CC[C@H](C)[NH2+]CCNc1ccc(OC)c(Cl)c1,0.44067845
ZINC_V8_30474,NC(=O)c1cc(N2CCCCC2)ccc1NC(=O)c1nccnc1N,0.44067845
ZINC_V8_41316,CCOc1ccc(C(=O)NC(=S)Nc2ccc(C)c(C)c2)cc1[N+](=O)[O-],0.44067842
ZINC_V8_45517,C[C@@H](NCc1nnc(-c2ccccc2)s1)c1nc2c(s1)CCCC2,0.44067842
ZINC_V8_7558,C[C@H]1C[C@@H]1C(=O)Nc1ccc(OCC[NH+](C)C)c(Cl)c1,0.44067842
ZINC_V8_5676,O=C(CS[C@@H]1CC(=O)N(c2ccccc2)C1=O)NCCc1ccc[nH]1,0.44067842
